full_name,has_rego,has_sentinel,has_pulumi,has_cedar,has_kyverno,has_custodian,has_awsconfigcloudgaurd,has_opagatekeeper
anderseknert/styra-das-git-integration,True,False,False,False,False,False,False,False
anderseknert/styra-demo,True,False,False,False,False,False,False,False
andre-mbs/Hololens2-ARTAP,False,True,False,False,False,False,False,False
andre010101/Academia,False,True,False,False,False,False,False,False
andreealalaaaa/ZeroToHero,False,True,False,False,False,False,False,False
andrefaria24/hcp-aws-webapp-demo,False,True,False,False,False,False,False,False
andrefcpimentel2/sentinel_policies_old,False,True,False,False,False,False,False,False
andrefcpimentel2/terraform-sentinel-vmware-example,False,True,False,False,False,False,False,False
andrewCluey/terraform-servicenow-example,False,True,False,False,False,False,False,False
andrewgosselin/terraform-spacelift-previews,True,False,False,False,False,False,False,False
angelicafranca94/MicroserviceConcept-FIAP22NET,False,True,False,False,False,False,False,False
angrycub/nomad_example_jobs,False,True,False,False,False,False,False,False
anh-nguyen20899/store_items,False,True,False,False,False,False,False,False
anhkiet13/Italian-food-web-api,False,True,False,False,False,False,False,False
anhnguyen6535/ProjectVoice,False,True,False,False,False,False,False,False
ankitgujar1/workspace,False,True,False,False,False,False,False,False
anshuk6469/terraform-aws-tags-policy,False,True,False,False,False,False,False,False
anthonygianni72/CRUD-Base,False,True,False,False,False,False,False,False
anthonyosigbe/alx-system_engineering-devops,True,False,False,False,False,False,False,False
antoninvf/ASP-idos,False,True,False,False,False,False,False,False
antoniocorreia/business-card-scan,False,True,False,False,False,False,False,False
anusmithapatnaik/OPAConftest,True,False,False,False,False,False,False,False
anwarhusain2k1/handson_practices,False,True,False,False,False,False,False,False
anwarhusain2k1/practiceprojects,False,True,False,False,False,False,False,False
anwerghanmi/Anwer-OmegaCohort,False,True,False,False,False,False,False,False
aom19/forumpaw,False,True,False,False,False,False,False,False
ap11103/CS-526-Enterprise-and-Cloud-Computing,False,True,False,False,False,False,False,False
aquasecurity/postee,True,False,False,False,False,False,False,False
aquasecurity/tracee-action,True,False,False,False,False,False,False,False
aquasecurity/trivy,True,False,False,False,False,False,False,False
aquasecurity/trivy-checks,True,False,False,False,False,False,False,False
archerjd/modularcombat_v3.0.0,False,True,False,False,False,False,False,False
areifert/Sentinel-Training,False,True,False,False,False,False,False,False
arisarisyi/ddd-net6,False,True,False,False,False,False,False,False
arkadiusjonczek/keycloak-oidc-jwt-opa-demo,True,False,False,False,False,False,False,False
armandoxmarku/C-.net,False,True,False,False,False,False,False,False
arnoldedmundo/ExamenDinet,False,True,False,False,False,False,False,False
arodd/musical-spork-public,False,True,False,False,False,False,False,False
arodd/security-policies,False,True,False,False,False,False,False,False
aron/demo-opa-wasm-browser-build,True,False,False,False,False,False,False,False
aronbelodi/ProjectBigJeff,False,True,False,False,False,False,False,False
arthurkehrwald/MilkiPsyFrontend,False,True,False,False,False,False,False,False
artifacthub/hub,True,False,False,False,False,False,False,False
arunim2405/opa-test-policy,True,False,False,False,False,False,False,False
arwaouriemmi/TP2Net,False,True,False,False,False,False,False,False
asadali/demo-repo,True,False,False,False,False,False,False,False
asbjorn-dev/MiniProjekt2023,False,True,False,False,False,False,False,False
aschauera/training,False,True,False,False,False,False,False,False
aserto-demo/policy-peoplefinder-abac,True,False,False,False,False,False,False,False
aserto-dev/policy-aona,True,False,False,False,False,False,False,False
aserto-dev/policy-peoplefinder-abac,True,False,False,False,False,False,False,False
aserto-dev/policy-peoplefinder-rbac,True,False,False,False,False,False,False,False
aserto-dev/runtime,True,False,False,False,False,False,False,False
aserto-templates/policy-peoplefinder-abac,True,False,False,False,False,False,False,False
ashellio/focus,False,True,False,False,False,False,False,False
ashok-an/flask-opa,True,False,False,False,False,False,False,False
ashutosh-narkar/example-log-status-server,True,False,False,False,False,False,False,False
ashwthama/EHR,False,True,False,False,False,False,False,False
asifulamin/ASP.NET-Angular,False,True,False,False,False,False,False,False
asmahamid1382/DataBaseProject,False,True,False,False,False,False,False,False
assareh/sentinel-demo,False,True,False,False,False,False,False,False
atabakov10/Web-Projects,False,True,False,False,False,False,False,False
atillakalay/.Net-Core-Patikasi,False,True,False,False,False,False,False,False
atishay11jain/Tasks,False,True,False,False,False,False,False,False
attaboatengsr/dotnet-test,False,True,False,False,False,False,False,False
atulkamble/WebAppDB,False,True,False,False,False,False,False,False
augielopez/domestichub_api,False,True,False,False,False,False,False,False
augustofklein/senai-versoes-colaboracoes,False,True,False,False,False,False,False,False
aungwin22/terraformlearning,False,True,False,False,False,False,False,False
ausmartway/aws-s3-security-best-practice-sentinel,False,True,False,False,False,False,False,False
ausmartway/aws-s3-security-best-practice-sentinel-with-exception-management,False,True,False,False,False,False,False,False
ausmartway/sentinel-for-consul-intentions,False,True,False,False,False,False,False,False
ausmartway/sentinel-for-tfc,False,True,False,False,False,False,False,False
ausmartway/sentinel-for-vault-selfservice-demo,False,True,False,False,False,False,False,False
ausmartway/sentinel-for-vault-selfservice-subunit-demo,False,True,False,False,False,False,False,False
ausmartway/sentinel-only-allow-resource-from-pmr,False,True,False,False,False,False,False,False
auto-store/sentinel-azure,False,True,False,False,False,False,False,False
ava-orange-education/Ultimate-Terraform-for-Cloud-Security,False,True,False,False,False,False,False,False
avanichy25/azure-sql-build-docker,False,True,False,False,False,False,False,False
avanichy25/azure-sql-database,False,True,False,False,False,False,False,False
avanichy25/code-coverage,False,True,False,False,False,False,False,False
avanichy25/unitest-pipeline,False,True,False,False,False,False,False,False
avans-prg5/WoningCoopDemo,False,True,False,False,False,False,False,False
aws-samples/aws-app-runner-buildpacks-example,False,True,False,False,False,False,False,False
aws-samples/aws-infra-policy-as-code-with-terraform,True,False,False,False,False,False,False,False
ayahkenawy/ITI-Tasks,False,True,False,False,False,False,False,False
ayeseadewale/SafeRide,False,True,False,False,False,False,False,False
aysebayrak/Vehicles,False,True,False,False,False,False,False,False
ayushanand18/dotnet-playground,False,True,False,False,False,False,False,False
ayushk048-Ajmera/aspNet-dapper-cqrs-mediatR,False,True,False,False,False,False,False,False
azhamrosli91/SvcEmail,False,True,False,False,False,False,False,False
azuline/blossom,False,True,False,False,False,False,False,False
azure-terraform-workshop/terraform-workshop-labs,False,True,False,False,False,False,False,False
b1skeetz/WebApiCRUD,False,True,False,False,False,False,False,False
bacalhau-project/bacalhau,True,False,False,False,False,False,False,False
bachingo/TF2Vintage,False,True,False,False,False,False,False,False
baharagayeva/PortfolioProject,False,True,False,False,False,False,False,False
balajiamgitup/.Net,False,True,False,False,False,False,False,False
balta-io/2811,False,True,False,False,False,False,False,False
banty/warehouse-rabbitmq,False,True,False,False,False,False,False,False
barmao/PollyRequestService,False,True,False,False,False,False,False,False
barmao/PollyResponseService,False,True,False,False,False,False,False,False
