full_name,has_rego,has_sentinel,has_pulumi,has_cedar,has_kyverno,has_custodian,has_awsconfigcloudgaurd,has_opagatekeeper,contributors_count
0xharshrastogi/Cognizant-Genc-Next-.NET,False,True,False,False,False,False,False,False,1
0xrutvij/SlothSpeech,False,True,False,False,False,False,False,False,1
113493-Grecco-Daniel/daniel-map-marcadores-Backend,False,True,False,False,False,False,False,False,1
113843-Decicco-Giovanni/tpi-marcadores-leg-113843-Decicco-Ominetti-Giovanni,False,True,False,False,False,False,False,False,1
12ashu12/CaltechCloudcomputing,False,True,False,False,False,False,False,False,1
13101989/csharp_dotnet,False,True,False,False,False,False,False,False,1
156-Innova-Net-Bootcamp-Patika-dev/06-FurkanAdemoglu,False,True,False,False,False,False,False,False,1
159753marcelo/Atividade05_4e,False,True,False,False,False,False,False,False,2
159753marcelo/Atividade3_04C,False,True,False,False,False,False,False,False,1
159753marcelo/Atividade4_04d,False,True,False,False,False,False,False,False,1
16SULPHUR/Code-Backups,False,True,False,False,False,False,False,False,2
186-Teleperformans-Net-Bootcamp/Hafta2_2_sadettinecevit,False,True,False,False,False,False,False,False,1
186-Teleperformans-Net-Bootcamp/hafta2_1-sercaniyili,False,True,False,False,False,False,False,False,2
186-Teleperformans-Net-Bootcamp/hafta2_1-sumeyramzrak,False,True,False,False,False,False,False,False,2
186-Teleperformans-Net-Bootcamp/hafta2_2-mertbayraktar335,False,True,False,False,False,False,False,False,2
186-Teleperformans-Net-Bootcamp/hafta2_2-sercaniyili,False,True,False,False,False,False,False,False,2
186-Teleperformans-Net-Bootcamp/hafta2_2-sumeyramzrak,False,True,False,False,False,False,False,False,3
186-Teleperformans-Net-Bootcamp/hafta4-ahmet-us,False,True,False,False,False,False,False,False,1
186-Teleperformans-Net-Bootcamp/melihozaslanhafta2_2,False,True,False,False,False,False,False,False,1
195-Patika-Dev-Paycore-Net-Bootcamp/Dogukan_Kisecuklu_Odev1,False,True,False,False,False,False,False,False,1
