full_name,has_rego,has_sentinel,has_pulumi,has_cedar,has_kyverno,has_custodian,has_awsconfigcloudgaurd,has_opagatekeeper
Iamchaudharysudhir/CRUD,False,True,False,False,False,False,False,False
Ian-Lohan/SENAI-Desenvolvimento-API,False,True,False,False,False,False,False,False
Ian-McConihay/CSharpProject,False,True,False,False,False,False,False,False
IchaAgni/ASP.NET-Core-User-Interface,False,True,False,False,False,False,False,False
IdahoLabUnsupported/agn201_Digital_Twin,False,True,False,False,False,False,False,False
Idan-Shperling/gRPCServer,True,False,False,False,False,False,False,False
Identicum/opa-demoapi-spring,True,False,False,False,False,False,False,False
Ifeanyi-M/Countopedia,False,True,False,False,False,False,False,False
Ifeanyi-M/ToDoApi,False,True,False,False,False,False,False,False
Iliescu-Dorin/ASP.NET-Core-with-NUXT3,False,True,False,False,False,False,False,False
Imanda03/dot_net,False,True,False,False,False,False,False,False
ImenAouina/FullStack-Csharp,False,True,False,False,False,False,False,False
InesMsallem/airportManager,False,True,False,False,False,False,False,False
InfoToolsSV/CRUD-DAPPER-MSSQL-ASP.NET-CORE-MVC-.NET-6,False,True,False,False,False,False,False,False
Interactions-HSG/2024-HS-MCS-UbiComp-Public,False,True,False,False,False,False,False,False
Interactions-HSG/21-MT-JanickSpirig-Workforce-DC,False,True,False,False,False,False,False,False
Interactions-HSG/NeighboAR,False,True,False,False,False,False,False,False
Ionut9902/ProiectulFinal,False,True,False,False,False,False,False,False
IrfanKhalid/shoppingCartWithMicroservices,False,True,False,False,False,False,False,False
Ismael-Gabri/Segunda-Escola-BackEnd,False,True,False,False,False,False,False,False
Ismarlynmh/CryptoApiapl2,False,True,False,False,False,False,False,False
Israel-Junqueira/EF_entregaRapida,False,True,False,False,False,False,False,False
Israel-Junqueira/Projeto-LocalBus-View,False,True,False,False,False,False,False,False
IvanParvanovski/SoftUniPractice,False,True,False,False,False,False,False,False
IvanSalovProg/OnlineChat,False,True,False,False,False,False,False,False
IvanovskiStefan/PizzaApp,False,True,False,False,False,False,False,False
JBC-LBP-LLC/ADO-Demo,False,True,False,False,False,False,False,False
JBC-LBP-LLC/GitHub-Actions-Demo,False,True,False,False,False,False,False,False
JCSIVO/Open-BootCamp-Exercises,False,True,False,False,False,False,False,False
JCSIVO/Project-NET-University,False,True,False,False,False,False,False,False
JManders07/Portfolio-s3,False,True,False,False,False,False,False,False
JPO44/Atividade-04,False,True,False,False,False,False,False,False
JPedroCSz/Atividade-senai-apiContext-CRUD,False,True,False,False,False,False,False,False
JPedroCSz/Atividade-senai-apiContext-CRUD-Usuarios,False,True,False,False,False,False,False,False
JPedroCSz/Atividade-senai-apiContext-Get,False,True,False,False,False,False,False,False
JPedroCSz/Atividade-senai-apiContext-Login_Cors,False,True,False,False,False,False,False,False
JPurcellHCP/terraform-tfe-jpp-landingzone,False,True,False,False,False,False,False,False
JVMPRDEV/rep_website_cantina,False,True,False,False,False,False,False,False
JackOfSpades31415/NorthwindEFCore,False,True,False,False,False,False,False,False
JackelineSalome/Aplicaciones-Web-SI730-2202-WS52-Back-End,False,True,False,False,False,False,False,False
Jaime500/AR,False,True,False,False,False,False,False,False
Jainefranciellem/Trybe-Hotel,False,True,False,False,False,False,False,False
JaisonMachado/tech-test-payment-api-Pottencial,False,True,False,False,False,False,False,False
Jakshas/University,False,True,False,False,False,False,False,False
JakubKomar/droneArUi,False,True,False,False,False,False,False,False
Jalal-001/E-Commerce-site,False,True,False,False,False,False,False,False
JamesHashicorp/policies,False,True,False,False,False,False,False,False
JamesWoolfenden/terraform-aws-activemq,True,False,False,False,False,False,False,False
Jananipriya18/DeliveryboyApp,False,True,False,False,False,False,False,False
Jaryllim98/aws-landing-zone-hcp,True,False,False,False,False,False,False,False
Jaydeep-007/JenkinsWebApplicationDemo,False,True,False,False,False,False,False,False
JeffGoji/React-Movie-List,False,True,False,False,False,False,False,False
JeffersonRSoares/voeairlines-senai,False,True,False,False,False,False,False,False
JefteFontes/Ativi3-ExoApi-Get,False,True,False,False,False,False,False,False
Jerrody/ASP.TODO,False,True,False,False,False,False,False,False
Jerrody/TODOS-MVC,False,True,False,False,False,False,False,False
Jessica-Almeida/Projeto-AgViagens,False,True,False,False,False,False,False,False
JessicaSanto/ResolucaoAtividades,False,True,False,False,False,False,False,False
JessicaSiilva/EXO.WEBAPI,False,True,False,False,False,False,False,False
JesusArmandoSanchezTee/Proyect-Dev,False,True,False,False,False,False,False,False
JesusEhuan/WebApiAPP,False,True,False,False,False,False,False,False
Jeswin1995/Remote_factory,False,True,False,False,False,False,False,False
JhonataAugust0/clean-bios-backend,False,True,False,False,False,False,False,False
Jhonatan0105/Integracion-Continua,False,True,False,False,False,False,False,False
Jhonier-Serna/DockerSw,False,True,False,False,False,False,False,False
Jiaming-bjut/MirrorASA,False,True,False,False,False,False,False,False
Jiayiiiiiii502/Blockchian-IPFS-Datasharing,True,False,False,False,False,False,False,False
JimmyCoding92/JimmyCodingExamples,False,True,False,False,False,False,False,False
Jinho227/FireSafetyEducationHololens,False,True,False,False,False,False,False,False
JinyiTeng/PRT585_GroupD,False,True,False,False,False,False,False,False
Jjones32/Personal-Projects,False,True,False,False,False,False,False,False
Joao-Pedro-Fernandes/Strong-Fit,False,True,False,False,False,False,False,False
JocemarHpereira/LanchesMac,False,True,False,False,False,False,False,False
JoeTiw/APITest,False,True,False,False,False,False,False,False
JoeTiw/GenericRepositoryPatternAPI,False,True,False,False,False,False,False,False
JohnAtoyebi/E-Wallet-API,False,True,False,False,False,False,False,False
JohnHacker1998/DotnetSixProject,False,True,False,False,False,False,False,False
JohnM-Kahura/Sample-Login-with-asp.net,False,True,False,False,False,False,False,False
JonathanEKP/APIS-.Net-Curse,False,True,False,False,False,False,False,False
JonathanMonteiro777/AtividadeWebApi,False,True,False,False,False,False,False,False
Joon-Jung/Remote-Interactive-Surgery-Platform,False,True,False,False,False,False,False,False
JordannAlmeida/Mentory,False,True,False,False,False,False,False,False
JorgePallolTrigueros/monolitoasp3,False,True,False,False,False,False,False,False
Jose113df/Atividade-API,False,True,False,False,False,False,False,False
JoseMartine0/78927-mat,False,True,False,False,False,False,False,False
JoshMorrison99/ASP.NET-XSS,False,True,False,False,False,False,False,False
JuanmaPT/HoloSpiderExpTherapy,False,True,False,False,False,False,False,False
Julia072/04e-atv5-crud,False,True,False,False,False,False,False,False
JulianMartinezz/ProyectoAutomotrizProgra,False,True,False,False,False,False,False,False
JupiterAscendingProject/API,False,True,False,False,False,False,False,False
JustinMacGregor/PillPal-AR,False,True,False,False,False,False,False,False
JustinianErdmier/LearningBlazorWithTimCorey,False,True,False,False,False,False,False,False
JustinianErdmier/MediatRDemo,False,True,False,False,False,False,False,False
Justrebl/MsGraph-SubscriptionsExperimentation,False,True,False,False,False,False,False,False
JuyiZhang/DVIO-Distributed-Visual-Inertial-Odometry,False,True,False,False,False,False,False,False
KARTHIONGIT/KARTHIONGIT-SE-OEC-Assignment-Karthikeyan,False,True,False,False,False,False,False,False
KARTHIONGIT/OEC-SE-PlanAssignment-Karthikeyan,False,True,False,False,False,False,False,False
KIRUVI5/SingleSignOnSAMLResponse---.Net,False,True,False,False,False,False,False,False
KQuiggins/CIT_243_C-2,False,True,False,False,False,False,False,False
KUNGERMOoN/SpatialCards,False,True,False,False,False,False,False,False
KWANHYUNKIM/Webdevelopment,False,True,False,False,False,False,False,False
KaganCanSit/.NET_Core_Blog_Project,False,True,False,False,False,False,False,False
KaiWyrmsbane/UdemyClasses,False,True,False,False,False,False,False,False
Kaijapen/wunderlust_travel_planner,False,True,False,False,False,False,False,False
KaironWillyan/SistemaDeVendas,False,True,False,False,False,False,False,False
KaloyankerR/Fontys-ICT-Software-Engineering-SEM1,False,True,False,False,False,False,False,False
KamallBF/kamallFoodsServer-ASPNET,False,True,False,False,False,False,False,False
Kapil-cmd/WebApplicationTicket,False,True,False,False,False,False,False,False
Kapil-ydv/FoodApp,False,True,False,False,False,False,False,False
Kapil-ydv/MusicApp,False,True,False,False,False,False,False,False
Kardam-Simeonov/SoftuniSvetlina-Courses,False,True,False,False,False,False,False,False
KardelRuveyda/authentication-handler-netcore,False,True,False,False,False,False,False,False
KardelRuveyda/exchange-rate-signalr,False,True,False,False,False,False,False,False
Kareem-Ibrahim-Mahmoud/Task-1-api-calculator,False,True,False,False,False,False,False,False
KarlynG/TeamFriOne-Api,False,True,False,False,False,False,False,False
Kathurjan/Boxfactory,False,True,False,False,False,False,False,False
Kavinraja-G/finops-terraform-demo,True,False,False,False,False,False,False,False
Kekke0/Adatbalapu_Tudasbazis,False,True,False,False,False,False,False,False
KemalFasa/grpc,False,True,False,False,False,False,False,False
Kevin-Mendoza07/DemoCrudMVC,False,True,False,False,False,False,False,False
Kevin-Mendoza07/MongoDB-API,False,True,False,False,False,False,False,False
Kevin-Salazar-itcr/Proyecto2-BD,False,True,False,False,False,False,False,False
Kevin-Winter-Codes/CleanArchitekturSample_WithNET6,False,True,False,False,False,False,False,False
Kevin21AP/Proyecto2022,False,True,False,False,False,False,False,False
KhanhLe1306/Assessment_Sogeti,False,True,False,False,False,False,False,False
Khelechy/EventPublishing,False,True,False,False,False,False,False,False
Khoaruoi69/xUnitTestAPI,False,True,False,False,False,False,False,False
KieranCoppins/Project-Artefact,False,True,False,False,False,False,False,False
KiranmayaPuhan/Talent-Portal,False,True,False,False,False,False,False,False
Kishorgujar/my-OPA_pro,True,False,False,False,False,False,False,False
Klaucris/crudusuarios,False,True,False,False,False,False,False,False
Klaucris/logincors,False,True,False,False,False,False,False,False
KledjonKastrati/Dojo_Assignments,False,True,False,False,False,False,False,False
KmyAdele/Moogle,False,True,False,False,False,False,False,False
Koshroy-Abbey/github-quickstart,True,False,False,False,False,False,False,False
KowalewskiBartlomiej/Programowanie_Wizualne_21-22,False,True,False,False,False,False,False,False
KowsarRahman/JokesApp,False,True,False,False,False,False,False,False
KreeperXDD/WebLabs,False,True,False,False,False,False,False,False
KristofferHogberg/CardGameProject,False,True,False,False,False,False,False,False
KsaweryZietara/shop,False,True,False,False,False,False,False,False
Ksusssa/DataBaseLabs,False,True,False,False,False,False,False,False
Ksusssa/InsuranceCompany,False,True,False,False,False,False,False,False
Kumar-Sonal-00/RentIdea,False,True,False,False,False,False,False,False
KurtisRobinson/CamundaPoCWorker,False,True,False,False,False,False,False,False
KvasBulbas/932120.shamonin.egor.web_programming,False,True,False,False,False,False,False,False
L-Leite/neotokyo-re,False,True,False,False,False,False,False,False
L-Leite/source-sdk-csgo,False,True,False,False,False,False,False,False
L2RR2L/.NET-BookStore,False,True,False,False,False,False,False,False
LJUnplugged/transit-secret-vault,False,True,False,False,False,False,False,False
LaHall33/WOS_,False,True,False,False,False,False,False,False
Lafaietepedro/criar_api,False,True,False,False,False,False,False,False
LakSK98/PracticalTest,False,True,False,False,False,False,False,False
Lalanka/APIContext-metodo-GET,False,True,False,False,False,False,False,False
Lalanka/Atividade-Senai-APIContext-CRUD,False,True,False,False,False,False,False,False
Lalanka/Atividade-Senai-Context-Login-CORS,False,True,False,False,False,False,False,False
Lalanka/implantacao-MVC,False,True,False,False,False,False,False,False
LandmakTechnology/Terraform_Landmark,False,True,False,False,False,False,False,False
LariWa/ARt,False,True,False,False,False,False,False,False
LarissaGabrielSantos/Exercicios-de-aprendizagem-em-programacao,False,True,False,False,False,False,False,False
LawJay/FrontEndDev,False,True,False,False,False,False,False,False
LePhuNhan/JenkinsWebApplicationDemo,False,True,False,False,False,False,False,False
LeahKupfer/IT2030LeahKupfer,False,True,False,False,False,False,False,False
Leanderson21/myfinance-web-dotnet,False,True,False,False,False,False,False,False
Legit-Labs/legitify,True,False,False,False,False,False,False,False
LeinadDH/ApiDesarrolloWeb,False,True,False,False,False,False,False,False
Lemos060l/senai,False,True,False,False,False,False,False,False
Lenked/ProjetECommerceCour,False,True,False,False,False,False,False,False
LeoHLV/CRUD_RestAPI,False,True,False,False,False,False,False,False
LeohAlves/TickeTac,False,True,False,False,False,False,False,False
Leonardogf12/ApiDeliveryFlutter,False,True,False,False,False,False,False,False
LesterCerioli/NET6-WebAPI-Docker,False,True,False,False,False,False,False,False
Lewisic/TermProject234N,False,True,False,False,False,False,False,False
LimaGustav/MaterialUC11,False,True,False,False,False,False,False,False
LinkedInLearning/ASP.NET-NET6-2896920,False,True,False,False,False,False,False,False
Liquenson/Devops,False,True,False,False,False,False,False,False
Lirkul/WeBBespalko,False,True,False,False,False,False,False,False
LocalJoost/DYIPinchGrab,False,True,False,False,False,False,False,False
LorenData/ECGrid-API,False,True,False,False,False,False,False,False
LorenzoRosmarino/M-TRC-864-Microservices,False,True,False,False,False,False,False,False
Lu1zEduard0/DEV-WEEK-POTTENCIAL,False,True,False,False,False,False,False,False
Lu1zEduard0/Implantacao-Web-MVC-SENAI,False,True,False,False,False,False,False,False
Lu1zEduard0/Projeto-Web-LH-Pets-SENAI,False,True,False,False,False,False,False,False
LuanVuiTuoi/HOALU_Ecomerce,False,True,False,False,False,False,False,False
Luc4sKr/Devs2Blu-CS,False,True,False,False,False,False,False,False
LucasLoterio/Exercicios,False,True,False,False,False,False,False,False
LucasMofardini/Alura,False,True,False,False,False,False,False,False
LucasXXI/pokedex_7days,False,True,False,False,False,False,False,False
Luwcca/CSharp---Atividades,False,True,False,False,False,False,False,False
M-Siqueira/Academia-.NET-ATOS,False,True,False,False,False,False,False,False
M1TY0/site1.1,False,True,False,False,False,False,False,False
M4Falcao/DIO-NET-API,False,True,False,False,False,False,False,False
MAIF/wasmo,True,False,False,False,False,False,False,False
MChorfa/TraceGuard,True,False,False,False,False,False,False,False
MEZITSOLUTION/gitapp,False,True,False,False,False,False,False,False
MIS421/mis-421-assignment-2-jquery-and-ajax-ChaseCallahan37,False,True,False,False,False,False,False,False
MIS421/mis-421-assignment-2-jquery-and-ajax-ajferrier,False,True,False,False,False,False,False,False
MIS421/mis-421-assignment-2-jquery-and-ajax-smliang,False,True,False,False,False,False,False,False
MKW420/MVCTravelBookingISE,False,True,False,False,False,False,False,False
MONISH-TYAGI/Angular-Full-Stack-Project,False,True,False,False,False,False,False,False
MRICE189/Coding-Dojo,False,True,False,False,False,False,False,False
Maari-Thelearner/Web-API-Dependency-Injection,False,True,False,False,False,False,False,False
Maccee/ASP_Api_Loop,False,True,False,False,False,False,False,False
MachineGunMichael/CSSL-M,False,True,False,False,False,False,False,False
MahdiAmiriDev/CSharp-Traning-Samples,False,True,False,False,False,False,False,False
Mahesh7447/project,False,True,False,False,False,False,False,False
Mahesh7447/shopping-app,False,True,False,False,False,False,False,False
MajdaMilanovic/medic_api,False,True,False,False,False,False,False,False
Majid1292/WEB452-SEC002-F23,False,True,False,False,False,False,False,False
Malavek/Daleks-Reign,False,True,False,False,False,False,False,False
MalwandlaShaun/CRUD-mvc,False,True,False,False,False,False,False,False
Mamas-Famous-Pizza/improved-winner,True,False,False,False,False,False,False,False
Mamas-Famous-Pizza/legendary-tribble,True,False,False,False,False,False,False,False
ManuelLerchner/Random-Coding-Projects,False,True,False,False,False,False,False,False
MaratheHarshad/dac,False,True,False,False,False,False,False,False
Marcelo2103/Projeto-1,False,True,False,False,False,False,False,False
Marcogarcia55/SucursalesWeb,False,True,False,False,False,False,False,False
Marcusvh/SpoZham,False,True,False,False,False,False,False,False
Marfusha14/Panina_Masha_new,False,True,False,False,False,False,False,False
MariaWaleskaOliver/ASP.Net_Cookies,False,True,False,False,False,False,False,False
MariemSo/C-Sharpe,False,True,False,False,False,False,False,False
Marileni/Thesis-API,False,True,False,False,False,False,False,False
Mario-Junior/csharp,False,True,False,False,False,False,False,False
MarioTiara/Dotnet-Feature-Explored,False,True,False,False,False,False,False,False
Mariopolonia0/PruebaNewTechApi,False,True,False,False,False,False,False,False
MartinStokholm/DABExercises,False,True,False,False,False,False,False,False
Marvyn21/Blazor-Wasm-Projects,False,True,False,False,False,False,False,False
Marvyn21/RazorPagesMovie,False,True,False,False,False,False,False,False
Mastan1301/C-,False,True,False,False,False,False,False,False
MatMarkN/ProvaDiogo,False,True,False,False,False,False,False,False
Mateus-F-Oliveira/busca_cep_api,False,True,False,False,False,False,False,False
MatheusCarnizella/BancoAPI,False,True,False,False,False,False,False,False
MatheusExner/CleanArchitectureEssential,False,True,False,False,False,False,False,False
MatteoPeco/PCNL_Task_System,False,True,False,False,False,False,False,False
MattiaDiMajo/DevOps,False,True,False,False,False,False,False,False
Mautts/FullStack,False,True,False,False,False,False,False,False
MaxiStefan/ResearchProject,False,True,False,False,False,False,False,False
MaximilianLetter/TVC_public,False,True,False,False,False,False,False,False
Maxney/Acquaintance.WebAPI,False,True,False,False,False,False,False,False
Mcjr07/AcademiaUFN-DotNeT-2023,False,True,False,False,False,False,False,False
Meidesu/App-dotnet-aps,False,True,False,False,False,False,False,False
Mens1s/ASP.NET_Core_Web_Api,False,True,False,False,False,False,False,False
Mepp3r/Ietel-Solar-Web,False,True,False,False,False,False,False,False
Mer4kiz/Criar-o-restante-do-CRUD-de-projetos,False,True,False,False,False,False,False,False
MeravBenLulu/angular,False,True,False,False,False,False,False,False
Meu-Farmaceutico/meufarnaceutico-api,False,True,False,False,False,False,False,False
MicaelaCembal/PROYECTOINTEGRAL,False,True,False,False,False,False,False,False
Mich-b/websec-ModernACREST,True,False,False,False,False,False,False,False
MichaelGustavsson/CloudServices,False,True,False,False,False,False,False,False
MichaelVoskanyan/CS3750SatanSoftware,False,True,False,False,False,False,False,False
Michaelmalakshehata/Food-Ordring-website-using-ASP.net-core-6-MVC-and-layers,False,True,False,False,False,False,False,False
MichalHeller1/bbbbbbb,False,True,False,False,False,False,False,False
MicrosoftDocs/mslearn-mr-adt-in-unity,False,True,False,False,False,False,False,False
MicrosoftEdge/WebView2Samples,False,True,False,False,False,False,False,False
Miguel445Ar/MagnetArt---2022---01,False,True,False,False,False,False,False,False
MiguelTedesco/API-SENAI,False,True,False,False,False,False,False,False
Mihail-kenarov/Wine_shop,False,True,False,False,False,False,False,False
MikaelMelo1/Chapter.WebApi,False,True,False,False,False,False,False,False
MikaelMelo1/ExoApi,False,True,False,False,False,False,False,False
Mike-Karis/Medals-API,False,True,False,False,False,False,False,False
MikuxxI/NetflixLight,False,True,False,False,False,False,False,False
MilanDemaegdt/TUI-Vacation-Resorts,False,True,False,False,False,False,False,False
Milena002/co550web,False,True,False,False,False,False,False,False
MiniHeyd/policy-exampletwo-library,False,True,False,False,False,False,False,False
MiniHeyd/policy-library-examplethree,False,True,False,False,False,False,False,False
MiningCryptoLive/UI-1,False,True,False,False,False,False,False,False
MiriSafra/Recipe_Site,False,True,False,False,False,False,False,False
MixedRealityETHZ/HoloScanner,False,True,False,False,False,False,False,False
Mizaeldouglas/Blog-API-DotNet,False,True,False,False,False,False,False,False
Mleng89/JokeApp,False,True,False,False,False,False,False,False
Mobinazargary/Booking-Website-JourneyJet-,False,True,False,False,False,False,False,False
ModupeD/WebApiProject8-,False,True,False,False,False,False,False,False
Moein13r/StoreMicroservice,False,True,False,False,False,False,False,False
MongeziKasha/NorthWindApi,False,True,False,False,False,False,False,False
Moni-12/WebApp_T120B165,False,True,False,False,False,False,False,False
Montana/travis-regula,True,False,False,False,False,False,False,False
MovieLabs/policy-peoplefinder-rbac,True,False,False,False,False,False,False,False
MovieLabs/policy-todo,True,False,False,False,False,False,False,False
Moyosof/FoodResturant,False,True,False,False,False,False,False,False
MrFixit96/sentinel,False,True,False,False,False,False,False,False
MradGhassen/.Net-C-,False,True,False,False,False,False,False,False
Mrudul-Bhatt/BeerShopBackend,False,True,False,False,False,False,False,False
Mryoussefwail/BUE_Task,False,True,False,False,False,False,False,False
Muaadeeb/Postivity,False,True,False,False,False,False,False,False
Muhamet1/Portofolio-StarLabs,False,True,False,False,False,False,False,False
MuhammadSaadd/MoviesApi,False,True,False,False,False,False,False,False
MuhammadSaadd/RepositoryPatternWithUOW,False,True,False,False,False,False,False,False
Muhammedabdelhey/Movies-API,False,True,False,False,False,False,False,False
Mupate/cd3testing,True,False,False,False,False,False,False,False
MurtajaKadiyani/run-devops,False,True,False,False,False,False,False,False
Mustafarch/BsStoreApp,False,True,False,False,False,False,False,False
NASA-SUITS-Daedalus/Daedalus_SUITS_2024,False,True,False,False,False,False,False,False
NCrompton/StoreTemp,False,True,False,False,False,False,False,False
NNNNine/intro-mobile-comp,False,True,False,False,False,False,False,False
NSudharsan/HoloLensExamples,False,True,False,False,False,False,False,False
NYELM/crud-usuarios-csharp,False,True,False,False,False,False,False,False
Nagarro-Platform-Engineering/Terraform-Testing-Workshop,True,False,False,False,False,False,False,False
Narimene-Dkhil/Coding-Dojo-Bootcamp,False,True,False,False,False,False,False,False
NashTech-Labs/opa-rest-api,True,False,False,False,False,False,False,False
Nassimchaaben/nassim_codingDojo,False,True,False,False,False,False,False,False
NastyZh/WeatherAPI,False,True,False,False,False,False,False,False
NastyaKrp/.NET-test-task,False,True,False,False,False,False,False,False
NataliiaRastoropova/WebAPIWallet,False,True,False,False,False,False,False,False
NatanMenezes/SuperHeroAPI,False,True,False,False,False,False,False,False
NateTheGreat233/LinguaVRCamera,False,True,False,False,False,False,False,False
Nathanrawson/OpenAIPlayground,False,True,False,False,False,False,False,False
NaveenMN23/intelli-backend,False,True,False,False,False,False,False,False
Navkaransohi/web1,False,True,False,False,False,False,False,False
Nayeem123/avaloqpoc,True,False,False,False,False,False,False,False
NeXTLinux/tracee,True,False,False,False,False,False,False,False
Nechami-Malin/EmploeeManegment-server,False,True,False,False,False,False,False,False
NehaChowdhary/AutoPAC,True,False,False,False,False,False,False,False
Nehareeka/PaymentGateway,False,True,False,False,False,False,False,False
Nehareeka/Wati,False,True,False,False,False,False,False,False
NeisserMS/.NET_CORE_6,False,True,False,False,False,False,False,False
NetSPI/XPath-Injection-Lab,False,True,False,False,False,False,False,False
NewaR18/NCC,False,True,False,False,False,False,False,False
NewbMiao/opa-koans,True,False,False,False,False,False,False,False
NguyennamsonBTH/NguyenNamSonBTH0515,False,True,False,False,False,False,False,False
NicholeKing/CSharpDec2022,False,True,False,False,False,False,False,False
NickScanlan/Bootcamp,False,True,False,False,False,False,False,False
Nicole-Miguel/MvcLabManager,False,True,False,False,False,False,False,False
NijomonJoseM/JWTWebApiTutorial,False,True,False,False,False,False,False,False
NilamMistry06/Programs_Nilam,False,True,False,False,False,False,False,False
NirajDesale/SSL,False,True,False,False,False,False,False,False
NirmalHNanera/ASP-.NET-APIDemo,False,True,False,False,False,False,False,False
Nithi-22/personalDetails_Asp.Net,False,True,False,False,False,False,False,False
Nnenna-udefi/alx-system_engineering-devops,True,False,False,False,False,False,False,False
Noha56/Asp-Projects,False,True,False,False,False,False,False,False
NolanMM/CSCN73030_Project_Advanced_Software,False,True,False,False,False,False,False,False
Nosliejnav/Exo.WebApi,False,True,False,False,False,False,False,False
Noural07/Gruppe_13,False,True,False,False,False,False,False,False
NovaEric/dotnet-core-6-microservices,False,True,False,False,False,False,False,False
NureTsvykVladyslav/apz-pzpi-21-6-tsvyk-vladyslav,False,True,False,False,False,False,False,False
Nuriddin321/xarajatBot,False,True,False,False,False,False,False,False
Nzastudios/devsecops-rego-constraints,True,False,False,False,False,False,False,False
OBASAKILLI/RELAY_BLAZOR_HYBRID,False,True,False,False,False,False,False,False
OERI-SeaLab/AFMC_Setup_Old,False,True,False,False,False,False,False,False
OLD-itdev162-fa2023/kathryn-klatt-p1,False,True,False,False,False,False,False,False
OM2055/terraform_sentinel_repos,False,True,False,False,False,False,False,False
OSADP/Pikalert-Vehicle-Data-Translator-,False,True,False,False,False,False,False,False
OT-CONTAINER-KIT/redis,False,True,False,False,False,False,False,False
Obdurat/.NET_First_API,False,True,False,False,False,False,False,False
OctoConsulting/CX-SURGE-Hololens,False,True,False,False,False,False,False,False
OctoConsulting/oLabs-Hololens-starter,False,True,False,False,False,False,False,False
Office365DevOps/dotnetcore-office365dev-templates-officeaddin,False,True,False,False,False,False,False,False
Omkar-coderbot/Login-API,False,True,False,False,False,False,False,False
Omkar-coderbot/Microservices,False,True,False,False,False,False,False,False
Omkar-coderbot/Microservices_Docker,False,True,False,False,False,False,False,False
OmolaraO/CompanyEmployees,False,True,False,False,False,False,False,False
Open-Bootcamp/intensivo-mayo-2022,False,True,False,False,False,False,False,False
OpsMx/ssd-policies,True,False,False,False,False,False,False,False
Or1onn/BestBuy,False,True,False,False,False,False,False,False
OrlyJunior/Entra_21_Opporteenity,False,True,False,False,False,False,False,False
Orxan477/AzTurkBir,False,True,False,False,False,False,False,False
Ovidiu1121/bookCrudApi,False,True,False,False,False,False,False,False
Ovidiu1121/carCrudApi,False,True,False,False,False,False,False,False
Ovidiu1121/hotelCrudApi,False,True,False,False,False,False,False,False
Ovidiu1121/playerCrudApi,False,True,False,False,False,False,False,False
