full_name,has_rego,has_sentinel,has_pulumi,has_cedar,has_kyverno,has_custodian,has_awsconfigcloudgaurd,has_opagatekeeper,contributors_count
JVMPRDEV/rep_website_cantina,False,True,False,False,False,False,False,False,1
JackOfSpades31415/NorthwindEFCore,False,True,False,False,False,False,False,False,1
JackelineSalome/Aplicaciones-Web-SI730-2202-WS52-Back-End,False,True,False,False,False,False,False,False,1
Jaime500/AR,False,True,False,False,False,False,False,False,2
Jainefranciellem/Trybe-Hotel,False,True,False,False,False,False,False,False,1
JaisonMachado/tech-test-payment-api-Pottencial,False,True,False,False,False,False,False,False,1
Jakshas/University,False,True,False,False,False,False,False,False,1
JakubKomar/droneArUi,False,True,False,False,False,False,False,False,1
Jalal-001/E-Commerce-site,False,True,False,False,False,False,False,False,1
JamesHashicorp/policies,False,True,False,False,False,False,False,False,1
JamesWoolfenden/terraform-aws-activemq,True,False,False,False,False,False,False,False,4
Jananipriya18/DeliveryboyApp,False,True,False,False,False,False,False,False,1
Jaryllim98/aws-landing-zone-hcp,True,False,False,False,False,False,False,False,1
Jaydeep-007/JenkinsWebApplicationDemo,False,True,False,False,False,False,False,False,1
JeffGoji/React-Movie-List,False,True,False,False,False,False,False,False,1
JeffersonRSoares/voeairlines-senai,False,True,False,False,False,False,False,False,3
JefteFontes/Ativi3-ExoApi-Get,False,True,False,False,False,False,False,False,1
Jerrody/ASP.TODO,False,True,False,False,False,False,False,False,1
Jerrody/TODOS-MVC,False,True,False,False,False,False,False,False,1
Jessica-Almeida/Projeto-AgViagens,False,True,False,False,False,False,False,False,1
JessicaSanto/ResolucaoAtividades,False,True,False,False,False,False,False,False,1
JessicaSiilva/EXO.WEBAPI,False,True,False,False,False,False,False,False,1
JesusArmandoSanchezTee/Proyect-Dev,False,True,False,False,False,False,False,False,1
JesusEhuan/WebApiAPP,False,True,False,False,False,False,False,False,1
Jeswin1995/Remote_factory,False,True,False,False,False,False,False,False,1
JhonataAugust0/clean-bios-backend,False,True,False,False,False,False,False,False,1
Jhonatan0105/Integracion-Continua,False,True,False,False,False,False,False,False,3
Jhonier-Serna/DockerSw,False,True,False,False,False,False,False,False,1
Jiaming-bjut/MirrorASA,False,True,False,False,False,False,False,False,1
Jiayiiiiiii502/Blockchian-IPFS-Datasharing,True,False,False,False,False,False,False,False,1
JimmyCoding92/JimmyCodingExamples,False,True,False,False,False,False,False,False,1
Jinho227/FireSafetyEducationHololens,False,True,False,False,False,False,False,False,1
JinyiTeng/PRT585_GroupD,False,True,False,False,False,False,False,False,4
Jjones32/Personal-Projects,False,True,False,False,False,False,False,False,1
Joao-Pedro-Fernandes/Strong-Fit,False,True,False,False,False,False,False,False,1
JocemarHpereira/LanchesMac,False,True,False,False,False,False,False,False,1
JoeTiw/APITest,False,True,False,False,False,False,False,False,1
JoeTiw/GenericRepositoryPatternAPI,False,True,False,False,False,False,False,False,1
JohnAtoyebi/E-Wallet-API,False,True,False,False,False,False,False,False,1
JohnHacker1998/DotnetSixProject,False,True,False,False,False,False,False,False,1
JohnM-Kahura/Sample-Login-with-asp.net,False,True,False,False,False,False,False,False,1
JonathanEKP/APIS-.Net-Curse,False,True,False,False,False,False,False,False,1
JonathanMonteiro777/AtividadeWebApi,False,True,False,False,False,False,False,False,1
Joon-Jung/Remote-Interactive-Surgery-Platform,False,True,False,False,False,False,False,False,1
JordannAlmeida/Mentory,False,True,False,False,False,False,False,False,1
JorgePallolTrigueros/monolitoasp3,False,True,False,False,False,False,False,False,1
Jose113df/Atividade-API,False,True,False,False,False,False,False,False,1
JoseMartine0/78927-mat,False,True,False,False,False,False,False,False,1
JoshMorrison99/ASP.NET-XSS,False,True,False,False,False,False,False,False,1
JuanmaPT/HoloSpiderExpTherapy,False,True,False,False,False,False,False,False,1
Julia072/04e-atv5-crud,False,True,False,False,False,False,False,False,1
JulianMartinezz/ProyectoAutomotrizProgra,False,True,False,False,False,False,False,False,3
JupiterAscendingProject/API,False,True,False,False,False,False,False,False,4
JustinMacGregor/PillPal-AR,False,True,False,False,False,False,False,False,4
JustinianErdmier/LearningBlazorWithTimCorey,False,True,False,False,False,False,False,False,1
JustinianErdmier/MediatRDemo,False,True,False,False,False,False,False,False,1
Justrebl/MsGraph-SubscriptionsExperimentation,False,True,False,False,False,False,False,False,1
JuyiZhang/DVIO-Distributed-Visual-Inertial-Odometry,False,True,False,False,False,False,False,False,2
KARTHIONGIT/KARTHIONGIT-SE-OEC-Assignment-Karthikeyan,False,True,False,False,False,False,False,False,1
KARTHIONGIT/OEC-SE-PlanAssignment-Karthikeyan,False,True,False,False,False,False,False,False,1
KIRUVI5/SingleSignOnSAMLResponse---.Net,False,True,False,False,False,False,False,False,1
KQuiggins/CIT_243_C-2,False,True,False,False,False,False,False,False,1
KUNGERMOoN/SpatialCards,False,True,False,False,False,False,False,False,1
KWANHYUNKIM/Webdevelopment,False,True,False,False,False,False,False,False,2
KaganCanSit/.NET_Core_Blog_Project,False,True,False,False,False,False,False,False,1
KaiWyrmsbane/UdemyClasses,False,True,False,False,False,False,False,False,2
Kaijapen/wunderlust_travel_planner,False,True,False,False,False,False,False,False,1
KaironWillyan/SistemaDeVendas,False,True,False,False,False,False,False,False,1
KaloyankerR/Fontys-ICT-Software-Engineering-SEM1,False,True,False,False,False,False,False,False,1
KamallBF/kamallFoodsServer-ASPNET,False,True,False,False,False,False,False,False,2
Kapil-cmd/WebApplicationTicket,False,True,False,False,False,False,False,False,1
Kapil-ydv/FoodApp,False,True,False,False,False,False,False,False,1
Kapil-ydv/MusicApp,False,True,False,False,False,False,False,False,1
Kardam-Simeonov/SoftuniSvetlina-Courses,False,True,False,False,False,False,False,False,1
KardelRuveyda/authentication-handler-netcore,False,True,False,False,False,False,False,False,1
KardelRuveyda/exchange-rate-signalr,False,True,False,False,False,False,False,False,1
Kareem-Ibrahim-Mahmoud/Task-1-api-calculator,False,True,False,False,False,False,False,False,1
KarlynG/TeamFriOne-Api,False,True,False,False,False,False,False,False,3
Kathurjan/Boxfactory,False,True,False,False,False,False,False,False,1
Kavinraja-G/finops-terraform-demo,True,False,False,False,False,False,False,False,1
Kekke0/Adatbalapu_Tudasbazis,False,True,False,False,False,False,False,False,3
KemalFasa/grpc,False,True,False,False,False,False,False,False,1
Kevin-Mendoza07/DemoCrudMVC,False,True,False,False,False,False,False,False,1
Kevin-Mendoza07/MongoDB-API,False,True,False,False,False,False,False,False,1
Kevin-Salazar-itcr/Proyecto2-BD,False,True,False,False,False,False,False,False,2
Kevin-Winter-Codes/CleanArchitekturSample_WithNET6,False,True,False,False,False,False,False,False,1
Kevin21AP/Proyecto2022,False,True,False,False,False,False,False,False,1
KhanhLe1306/Assessment_Sogeti,False,True,False,False,False,False,False,False,1
Khelechy/EventPublishing,False,True,False,False,False,False,False,False,1
Khoaruoi69/xUnitTestAPI,False,True,False,False,False,False,False,False,1
KieranCoppins/Project-Artefact,False,True,False,False,False,False,False,False,1
KiranmayaPuhan/Talent-Portal,False,True,False,False,False,False,False,False,2
Kishorgujar/my-OPA_pro,True,False,False,False,False,False,False,False,1
Klaucris/crudusuarios,False,True,False,False,False,False,False,False,2
Klaucris/logincors,False,True,False,False,False,False,False,False,1
KledjonKastrati/Dojo_Assignments,False,True,False,False,False,False,False,False,1
KmyAdele/Moogle,False,True,False,False,False,False,False,False,1
Koshroy-Abbey/github-quickstart,True,False,False,False,False,False,False,False,1
KowalewskiBartlomiej/Programowanie_Wizualne_21-22,False,True,False,False,False,False,False,False,1
KowsarRahman/JokesApp,False,True,False,False,False,False,False,False,1
KreeperXDD/WebLabs,False,True,False,False,False,False,False,False,1
KristofferHogberg/CardGameProject,False,True,False,False,False,False,False,False,1
KsaweryZietara/shop,False,True,False,False,False,False,False,False,1
Ksusssa/DataBaseLabs,False,True,False,False,False,False,False,False,2
Ksusssa/InsuranceCompany,False,True,False,False,False,False,False,False,2
Kumar-Sonal-00/RentIdea,False,True,False,False,False,False,False,False,1
KurtisRobinson/CamundaPoCWorker,False,True,False,False,False,False,False,False,1
KvasBulbas/932120.shamonin.egor.web_programming,False,True,False,False,False,False,False,False,1
L-Leite/neotokyo-re,False,True,False,False,False,False,False,False,1
L-Leite/source-sdk-csgo,False,True,False,False,False,False,False,False,2
L2RR2L/.NET-BookStore,False,True,False,False,False,False,False,False,1
LJUnplugged/transit-secret-vault,False,True,False,False,False,False,False,False,63
LaHall33/WOS_,False,True,False,False,False,False,False,False,1
Lafaietepedro/criar_api,False,True,False,False,False,False,False,False,1
LakSK98/PracticalTest,False,True,False,False,False,False,False,False,1
Lalanka/APIContext-metodo-GET,False,True,False,False,False,False,False,False,1
Lalanka/Atividade-Senai-APIContext-CRUD,False,True,False,False,False,False,False,False,1
Lalanka/Atividade-Senai-Context-Login-CORS,False,True,False,False,False,False,False,False,1
Lalanka/implantacao-MVC,False,True,False,False,False,False,False,False,1
LandmakTechnology/Terraform_Landmark,False,True,False,False,False,False,False,False,1
LariWa/ARt,False,True,False,False,False,False,False,False,6
LarissaGabrielSantos/Exercicios-de-aprendizagem-em-programacao,False,True,False,False,False,False,False,False,1
LawJay/FrontEndDev,False,True,False,False,False,False,False,False,1
LePhuNhan/JenkinsWebApplicationDemo,False,True,False,False,False,False,False,False,1
LeahKupfer/IT2030LeahKupfer,False,True,False,False,False,False,False,False,1
Leanderson21/myfinance-web-dotnet,False,True,False,False,False,False,False,False,1
Legit-Labs/legitify,True,False,False,False,False,False,False,False,28
LeinadDH/ApiDesarrolloWeb,False,True,False,False,False,False,False,False,1
Lemos060l/senai,False,True,False,False,False,False,False,False,1
Lenked/ProjetECommerceCour,False,True,False,False,False,False,False,False,1
LeoHLV/CRUD_RestAPI,False,True,False,False,False,False,False,False,1
LeohAlves/TickeTac,False,True,False,False,False,False,False,False,2
Leonardogf12/ApiDeliveryFlutter,False,True,False,False,False,False,False,False,1
LesterCerioli/NET6-WebAPI-Docker,False,True,False,False,False,False,False,False,1
Lewisic/TermProject234N,False,True,False,False,False,False,False,False,1
LimaGustav/MaterialUC11,False,True,False,False,False,False,False,False,1
LinkedInLearning/ASP.NET-NET6-2896920,False,True,False,False,False,False,False,False,6
Liquenson/Devops,False,True,False,False,False,False,False,False,1
Lirkul/WeBBespalko,False,True,False,False,False,False,False,False,1
LocalJoost/DYIPinchGrab,False,True,False,False,False,False,False,False,1
LorenData/ECGrid-API,False,True,False,False,False,False,False,False,3
LorenzoRosmarino/M-TRC-864-Microservices,False,True,False,False,False,False,False,False,3
Lu1zEduard0/DEV-WEEK-POTTENCIAL,False,True,False,False,False,False,False,False,2
Lu1zEduard0/Implantacao-Web-MVC-SENAI,False,True,False,False,False,False,False,False,1
Lu1zEduard0/Projeto-Web-LH-Pets-SENAI,False,True,False,False,False,False,False,False,1
LuanVuiTuoi/HOALU_Ecomerce,False,True,False,False,False,False,False,False,1
Luc4sKr/Devs2Blu-CS,False,True,False,False,False,False,False,False,1
LucasLoterio/Exercicios,False,True,False,False,False,False,False,False,2
LucasMofardini/Alura,False,True,False,False,False,False,False,False,1
LucasXXI/pokedex_7days,False,True,False,False,False,False,False,False,2
Luwcca/CSharp---Atividades,False,True,False,False,False,False,False,False,1
M-Siqueira/Academia-.NET-ATOS,False,True,False,False,False,False,False,False,1
M1TY0/site1.1,False,True,False,False,False,False,False,False,1
M4Falcao/DIO-NET-API,False,True,False,False,False,False,False,False,1
MAIF/wasmo,True,False,False,False,False,False,False,False,3
MChorfa/TraceGuard,True,False,False,False,False,False,False,False,1
MEZITSOLUTION/gitapp,False,True,False,False,False,False,False,False,1
MIS421/mis-421-assignment-2-jquery-and-ajax-ChaseCallahan37,False,True,False,False,False,False,False,False,2
MIS421/mis-421-assignment-2-jquery-and-ajax-ajferrier,False,True,False,False,False,False,False,False,2
MIS421/mis-421-assignment-2-jquery-and-ajax-smliang,False,True,False,False,False,False,False,False,2
MKW420/MVCTravelBookingISE,False,True,False,False,False,False,False,False,3
MONISH-TYAGI/Angular-Full-Stack-Project,False,True,False,False,False,False,False,False,1
MRICE189/Coding-Dojo,False,True,False,False,False,False,False,False,1
Maari-Thelearner/Web-API-Dependency-Injection,False,True,False,False,False,False,False,False,1
Maccee/ASP_Api_Loop,False,True,False,False,False,False,False,False,1
MachineGunMichael/CSSL-M,False,True,False,False,False,False,False,False,1
MahdiAmiriDev/CSharp-Traning-Samples,False,True,False,False,False,False,False,False,1
Mahesh7447/project,False,True,False,False,False,False,False,False,2
Mahesh7447/shopping-app,False,True,False,False,False,False,False,False,2
MajdaMilanovic/medic_api,False,True,False,False,False,False,False,False,1
Majid1292/WEB452-SEC002-F23,False,True,False,False,False,False,False,False,1
Malavek/Daleks-Reign,False,True,False,False,False,False,False,False,1
MalwandlaShaun/CRUD-mvc,False,True,False,False,False,False,False,False,1
Mamas-Famous-Pizza/improved-winner,True,False,False,False,False,False,False,False,0
Mamas-Famous-Pizza/legendary-tribble,True,False,False,False,False,False,False,False,0
ManuelLerchner/Random-Coding-Projects,False,True,False,False,False,False,False,False,2
MaratheHarshad/dac,False,True,False,False,False,False,False,False,1
Marcelo2103/Projeto-1,False,True,False,False,False,False,False,False,1
Marcogarcia55/SucursalesWeb,False,True,False,False,False,False,False,False,1
Marcusvh/SpoZham,False,True,False,False,False,False,False,False,5
Marfusha14/Panina_Masha_new,False,True,False,False,False,False,False,False,1
MariaWaleskaOliver/ASP.Net_Cookies,False,True,False,False,False,False,False,False,1
MariemSo/C-Sharpe,False,True,False,False,False,False,False,False,1
Marileni/Thesis-API,False,True,False,False,False,False,False,False,1
Mario-Junior/csharp,False,True,False,False,False,False,False,False,1
MarioTiara/Dotnet-Feature-Explored,False,True,False,False,False,False,False,False,2
Mariopolonia0/PruebaNewTechApi,False,True,False,False,False,False,False,False,2
MartinStokholm/DABExercises,False,True,False,False,False,False,False,False,4
Marvyn21/Blazor-Wasm-Projects,False,True,False,False,False,False,False,False,1
Marvyn21/RazorPagesMovie,False,True,False,False,False,False,False,False,1
Mastan1301/C-,False,True,False,False,False,False,False,False,1
MatMarkN/ProvaDiogo,False,True,False,False,False,False,False,False,1
Mateus-F-Oliveira/busca_cep_api,False,True,False,False,False,False,False,False,1
MatheusCarnizella/BancoAPI,False,True,False,False,False,False,False,False,1
MatheusExner/CleanArchitectureEssential,False,True,False,False,False,False,False,False,2
MatteoPeco/PCNL_Task_System,False,True,False,False,False,False,False,False,1
MattiaDiMajo/DevOps,False,True,False,False,False,False,False,False,1
Mautts/FullStack,False,True,False,False,False,False,False,False,1
MaxiStefan/ResearchProject,False,True,False,False,False,False,False,False,2
MaximilianLetter/TVC_public,False,True,False,False,False,False,False,False,1
Maxney/Acquaintance.WebAPI,False,True,False,False,False,False,False,False,1
Mcjr07/AcademiaUFN-DotNeT-2023,False,True,False,False,False,False,False,False,2
Meidesu/App-dotnet-aps,False,True,False,False,False,False,False,False,1
Mens1s/ASP.NET_Core_Web_Api,False,True,False,False,False,False,False,False,1
Mepp3r/Ietel-Solar-Web,False,True,False,False,False,False,False,False,1
Mer4kiz/Criar-o-restante-do-CRUD-de-projetos,False,True,False,False,False,False,False,False,2
MeravBenLulu/angular,False,True,False,False,False,False,False,False,2
Meu-Farmaceutico/meufarnaceutico-api,False,True,False,False,False,False,False,False,2
MicaelaCembal/PROYECTOINTEGRAL,False,True,False,False,False,False,False,False,3
Mich-b/websec-ModernACREST,True,False,False,False,False,False,False,False,3
MichaelGustavsson/CloudServices,False,True,False,False,False,False,False,False,1
MichaelVoskanyan/CS3750SatanSoftware,False,True,False,False,False,False,False,False,1
Michaelmalakshehata/Food-Ordring-website-using-ASP.net-core-6-MVC-and-layers,False,True,False,False,False,False,False,False,1
MichalHeller1/bbbbbbb,False,True,False,False,False,False,False,False,1
MicrosoftDocs/mslearn-mr-adt-in-unity,False,True,False,False,False,False,False,False,5
MicrosoftEdge/WebView2Samples,False,True,False,False,False,False,False,False,33
Miguel445Ar/MagnetArt---2022---01,False,True,False,False,False,False,False,False,1
MiguelTedesco/API-SENAI,False,True,False,False,False,False,False,False,1
Mihail-kenarov/Wine_shop,False,True,False,False,False,False,False,False,1
MikaelMelo1/Chapter.WebApi,False,True,False,False,False,False,False,False,1
MikaelMelo1/ExoApi,False,True,False,False,False,False,False,False,1
Mike-Karis/Medals-API,False,True,False,False,False,False,False,False,1
MikuxxI/NetflixLight,False,True,False,False,False,False,False,False,7
MilanDemaegdt/TUI-Vacation-Resorts,False,True,False,False,False,False,False,False,1
Milena002/co550web,False,True,False,False,False,False,False,False,1
MiniHeyd/policy-exampletwo-library,False,True,False,False,False,False,False,False,2
MiniHeyd/policy-library-examplethree,False,True,False,False,False,False,False,False,1
MiningCryptoLive/UI-1,False,True,False,False,False,False,False,False,1
MiriSafra/Recipe_Site,False,True,False,False,False,False,False,False,1
MixedRealityETHZ/HoloScanner,False,True,False,False,False,False,False,False,2
Mizaeldouglas/Blog-API-DotNet,False,True,False,False,False,False,False,False,1
Mleng89/JokeApp,False,True,False,False,False,False,False,False,1
Mobinazargary/Booking-Website-JourneyJet-,False,True,False,False,False,False,False,False,3
ModupeD/WebApiProject8-,False,True,False,False,False,False,False,False,1
Moein13r/StoreMicroservice,False,True,False,False,False,False,False,False,1
MongeziKasha/NorthWindApi,False,True,False,False,False,False,False,False,3
Moni-12/WebApp_T120B165,False,True,False,False,False,False,False,False,1
Montana/travis-regula,True,False,False,False,False,False,False,False,2
MovieLabs/policy-peoplefinder-rbac,True,False,False,False,False,False,False,False,1
MovieLabs/policy-todo,True,False,False,False,False,False,False,False,1
Moyosof/FoodResturant,False,True,False,False,False,False,False,False,1
MrFixit96/sentinel,False,True,False,False,False,False,False,False,1
MradGhassen/.Net-C-,False,True,False,False,False,False,False,False,1
Mrudul-Bhatt/BeerShopBackend,False,True,False,False,False,False,False,False,1
Mryoussefwail/BUE_Task,False,True,False,False,False,False,False,False,1
Muaadeeb/Postivity,False,True,False,False,False,False,False,False,1
Muhamet1/Portofolio-StarLabs,False,True,False,False,False,False,False,False,1
MuhammadSaadd/MoviesApi,False,True,False,False,False,False,False,False,1
MuhammadSaadd/RepositoryPatternWithUOW,False,True,False,False,False,False,False,False,1
Muhammedabdelhey/Movies-API,False,True,False,False,False,False,False,False,3
Mupate/cd3testing,True,False,False,False,False,False,False,False,2
MurtajaKadiyani/run-devops,False,True,False,False,False,False,False,False,1
Mustafarch/BsStoreApp,False,True,False,False,False,False,False,False,1
NASA-SUITS-Daedalus/Daedalus_SUITS_2024,False,True,False,False,False,False,False,False,6
NCrompton/StoreTemp,False,True,False,False,False,False,False,False,1
NNNNine/intro-mobile-comp,False,True,False,False,False,False,False,False,2
NSudharsan/HoloLensExamples,False,True,False,False,False,False,False,False,2
NYELM/crud-usuarios-csharp,False,True,False,False,False,False,False,False,1
Nagarro-Platform-Engineering/Terraform-Testing-Workshop,True,False,False,False,False,False,False,False,3
Narimene-Dkhil/Coding-Dojo-Bootcamp,False,True,False,False,False,False,False,False,1
NashTech-Labs/opa-rest-api,True,False,False,False,False,False,False,False,2
Nassimchaaben/nassim_codingDojo,False,True,False,False,False,False,False,False,1
NastyZh/WeatherAPI,False,True,False,False,False,False,False,False,1
NastyaKrp/.NET-test-task,False,True,False,False,False,False,False,False,-1
NataliiaRastoropova/WebAPIWallet,False,True,False,False,False,False,False,False,1
NatanMenezes/SuperHeroAPI,False,True,False,False,False,False,False,False,2
NateTheGreat233/LinguaVRCamera,False,True,False,False,False,False,False,False,3
Nathanrawson/OpenAIPlayground,False,True,False,False,False,False,False,False,2
NaveenMN23/intelli-backend,False,True,False,False,False,False,False,False,2
Navkaransohi/web1,False,True,False,False,False,False,False,False,1
Nayeem123/avaloqpoc,True,False,False,False,False,False,False,False,1
NeXTLinux/tracee,True,False,False,False,False,False,False,False,0
Nechami-Malin/EmploeeManegment-server,False,True,False,False,False,False,False,False,1
NehaChowdhary/AutoPAC,True,False,False,False,False,False,False,False,1
Nehareeka/PaymentGateway,False,True,False,False,False,False,False,False,1
Nehareeka/Wati,False,True,False,False,False,False,False,False,1
NeisserMS/.NET_CORE_6,False,True,False,False,False,False,False,False,1
NetSPI/XPath-Injection-Lab,False,True,False,False,False,False,False,False,1
NewaR18/NCC,False,True,False,False,False,False,False,False,1
NewbMiao/opa-koans,True,False,False,False,False,False,False,False,5
NguyennamsonBTH/NguyenNamSonBTH0515,False,True,False,False,False,False,False,False,1
NicholeKing/CSharpDec2022,False,True,False,False,False,False,False,False,1
NickScanlan/Bootcamp,False,True,False,False,False,False,False,False,1
Nicole-Miguel/MvcLabManager,False,True,False,False,False,False,False,False,1
NijomonJoseM/JWTWebApiTutorial,False,True,False,False,False,False,False,False,1
NilamMistry06/Programs_Nilam,False,True,False,False,False,False,False,False,3
NirajDesale/SSL,False,True,False,False,False,False,False,False,1
NirmalHNanera/ASP-.NET-APIDemo,False,True,False,False,False,False,False,False,1
Nithi-22/personalDetails_Asp.Net,False,True,False,False,False,False,False,False,1
Nnenna-udefi/alx-system_engineering-devops,True,False,False,False,False,False,False,False,2
Noha56/Asp-Projects,False,True,False,False,False,False,False,False,2
NolanMM/CSCN73030_Project_Advanced_Software,False,True,False,False,False,False,False,False,5
Nosliejnav/Exo.WebApi,False,True,False,False,False,False,False,False,1
Noural07/Gruppe_13,False,True,False,False,False,False,False,False,4
NovaEric/dotnet-core-6-microservices,False,True,False,False,False,False,False,False,2
NureTsvykVladyslav/apz-pzpi-21-6-tsvyk-vladyslav,False,True,False,False,False,False,False,False,2
Nuriddin321/xarajatBot,False,True,False,False,False,False,False,False,1
Nzastudios/devsecops-rego-constraints,True,False,False,False,False,False,False,False,1
OBASAKILLI/RELAY_BLAZOR_HYBRID,False,True,False,False,False,False,False,False,1
