full_name,has_rego,has_sentinel,has_pulumi,has_cedar,has_kyverno,has_custodian,has_awsconfigcloudgaurd,has_opagatekeeper
cagribuhurcu/.net-core-mvc-eticaret,False,True,False,False,False,False,False,False
cagryInside/actions-test-opa,True,False,False,False,False,False,False,False
cajou42/c-dotnetProject,False,True,False,False,False,False,False,False
camiwr/Criar-CRUD-de-usu-rios,False,True,False,False,False,False,False,False
camoc/learn-terraform-cost-estimation,False,True,False,False,False,False,False,False
carbonetes/brainiac,True,False,False,False,False,False,False,False
carlalucio/ChapterAPI,False,True,False,False,False,False,False,False
carljavier/Sentinel-Training,False,True,False,False,False,False,False,False
carljavier/tfe-admin-management,False,True,False,False,False,False,False,False
carlos738/payment-teste-pottencial,False,True,False,False,False,False,False,False
carlosae06/SistemaCine,False,True,False,False,False,False,False,False
carloszaffonatto/pub,False,True,False,False,False,False,False,False
carolcoser/API-destinosEasyTrips,False,True,False,False,False,False,False,False
casc-devops/YBL-Sample-Project,False,True,False,False,False,False,False,False
catestbot/ACAGHATests,False,True,False,False,False,False,False,False
cbpalumbi/vr-version-history-demo,False,True,False,False,False,False,False,False
cch0/opa-wasm-examples,True,False,False,False,False,False,False,False
cderue/nis2-sentinel-policy,False,True,False,False,False,False,False,False
cdhqing/zadig,True,False,False,False,False,False,False,False
cdxvy30/foliage,True,False,False,False,False,False,False,False
cedricmoudze/Terraform-Learn,False,True,False,False,False,False,False,False
ceduardooliveira/Bootcamp-Xpinc-ASP.NET,False,True,False,False,False,False,False,False
celimlirecep2/SignalR,False,True,False,False,False,False,False,False
cesargtrr/atv-04,False,True,False,False,False,False,False,False
cesargtrr/atv-05,False,True,False,False,False,False,False,False
cescofors75/EAN-Product-Lookup-Web-Interface,False,True,False,False,False,False,False,False
cgbridgewater/C_Sharp,False,True,False,False,False,False,False,False
cgibbs-snyk/kubernetes-monitor,True,False,False,False,False,False,False,False
cgsyam/terraform-sentinel-gcp,False,True,False,False,False,False,False,False
chainloop-dev/chainloop,True,False,False,False,False,False,False,False
chaitin/veinmind-tools,True,False,False,False,False,False,False,False
chanchimetro/ApiPizzas,False,True,False,False,False,False,False,False
chanchimetro/Qatar2022-using-BD,False,True,False,False,False,False,False,False
chandu849/cloudL,True,False,False,False,False,False,False,False
charan121317/WorkSample-GSoft,False,True,False,False,False,False,False,False
charlesGOAT/bruh2,False,True,False,False,False,False,False,False
charlesmcchan/sdfabric-conftest,True,False,False,False,False,False,False,False
charlieegan3/opa-decision-log-test,True,False,False,False,False,False,False,False
charlieegan3/policing-christmas-trees,True,False,False,False,False,False,False,False
charlieegan3/tool-tsnet-proxy,True,False,False,False,False,False,False,False
charmon79/terraform-cloud-demo,False,True,False,False,False,False,False,False
chasinandrew/terraform-delegated-roles,False,True,False,False,False,False,False,False
chavo1/sentinel-policy-playground,False,True,False,False,False,False,False,False
chayaWakshtok/Recipe-site,False,True,False,False,False,False,False,False
chaymaster/SourceSDK2013-Swelter,False,True,False,False,False,False,False,False
chaypokuri/LogicApp,False,True,False,False,False,False,False,False
chef/automate,True,False,False,False,False,False,False,False
chihirotran/wnc,False,True,False,False,False,False,False,False
choria-io/aaasvc,True,False,False,False,False,False,False,False
choria-io/go-choria,True,False,False,False,False,False,False,False
chrisarcand/sentinel-policy-examples,False,True,False,False,False,False,False,False
chrisarcand/terraform-tests,False,True,False,False,False,False,False,False
chrismatteson/tfe-sentinel-policies,False,True,False,False,False,False,False,False
christianrolph/css551finalproject,False,True,False,False,False,False,False,False
christophermp/DotNetDemos,False,True,False,False,False,False,False,False
christophwille/dotnet-opa-wasm,True,False,False,False,False,False,False,False
chubozeko/AR-Maps,False,True,False,False,False,False,False,False
chuvanluan2211/rookies,False,True,False,False,False,False,False,False
chuysmans/tfe-governance,False,True,False,False,False,False,False,False
cicd-toolkit/helm-charts,True,False,False,False,False,False,False,False
cisagov/ScubaGear,True,False,False,False,False,False,False,False
cisagov/ScubaGoggles,True,False,False,False,False,False,False,False
cksidharthan/opa-blog,True,False,False,False,False,False,False,False
clacerda/GeekShoppingDotNetCore6,False,True,False,False,False,False,False,False
clarshad/demo,True,False,False,False,False,False,False,False
claudebamberger/claudebamberger,False,True,False,False,False,False,False,False
claytsay/Full-Life-The-RPG-Source-SDK-2013-,False,True,False,False,False,False,False,False
cleardataeng/resource-policy-evaluation-library,True,False,False,False,False,False,False,False
climbar-ai/AR-Climbing,False,True,False,False,False,False,False,False
clossmans2/friend-music-api,False,True,False,False,False,False,False,False
cloudacademy/Sentinel-Demo,False,True,False,False,False,False,False,False
cloudposse/atmos,True,False,False,False,False,False,False,False
cloudposse/terraform-provider-utils,True,False,False,False,False,False,False,False
cloudposse/terraform-spacelift-cloud-infrastructure-automation,True,False,False,False,False,False,False,False
cloudwithbright/azure-csharp,False,True,False,False,False,False,False,False
clupo/Dependatest2WithCentralPackages,False,True,False,False,False,False,False,False
cmlohr/blazor_sandbox,False,True,False,False,False,False,False,False
cncf-hacks/atlanticode,True,False,False,False,False,False,False,False
cneralich/tfe-demo,False,True,False,False,False,False,False,False
cneralich/updated-sentinel-policies,False,True,False,False,False,False,False,False
cnkml9/ApiGateway_1,False,True,False,False,False,False,False,False
codacy-open-source-projects-scans/trivy,True,False,False,False,False,False,False,False
codeacademyprogramming/P132_SignalR,False,True,False,False,False,False,False,False
coder-3000-e/EPC-Dashboard,False,True,False,False,False,False,False,False
codewithdebasis/csharcorner-blazor-series,False,True,False,False,False,False,False,False
codewithiulian/aspnet-core-idenitityapp-sample1,False,True,False,False,False,False,False,False
coding-to-music/transit-lang-cmp-mbta-gtfs-webserver-k6,False,True,False,False,False,False,False,False
cognitiveux/creams-public,False,True,False,False,False,False,False,False
colinjturney/vault-sentinel-auth-nets,False,True,False,False,False,False,False,False
colinjturney/vault-sentinel-auth-ttl,False,True,False,False,False,False,False,False
colinjturney/vault-sentinel-example,False,True,False,False,False,False,False,False
com-480-data-visualization/datavis-project-2022-mrviz,False,True,False,False,False,False,False,False
concesar12/Asp.net_Projects,False,True,False,False,False,False,False,False
concourse/concourse,True,False,False,False,False,False,False,False
confidential-containers/cloud-api-adaptor,True,False,False,False,False,False,False,False
confidential-containers/trustee,True,False,False,False,False,False,False,False
confluentinc/policy-library-confluent-terraform,False,True,False,False,False,False,False,False
cong34dk/FPTShop-WebAPI,False,True,False,False,False,False,False,False
conquy2002/T2009A,False,True,False,False,False,False,False,False
conscious27/UMS,False,True,False,False,False,False,False,False
consorziointellimech/WARNING,False,True,False,False,False,False,False,False
corazonnn/HoloLens2-IMUSensor,False,True,False,False,False,False,False,False
cosmindev/Sentinel-Training,False,True,False,False,False,False,False,False
crackTheCliff/Coding_Dojo,False,True,False,False,False,False,False,False
crag-h4k/gud-vim,True,False,False,False,False,False,False,False
crayon/MachineLearning-BaseballPrediction-BlazorApp,False,True,False,False,False,False,False,False
crdant/governance-lab,True,False,False,False,False,False,False,False
crewlinker/clgo,True,False,False,False,False,False,False,False
crime-story/University-Materials,False,True,False,False,False,False,False,False
crisdan1991/grupo4,False,True,False,False,False,False,False,False
csi21-sdiapos/CSPharma-v4.0,False,True,False,False,False,False,False,False
csilvinovieira/MATERIAL-PARA-O-ALUNO-FAZER-ATIVIDADE,False,True,False,False,False,False,False,False
cteds/introducao_devops_primeiro_oferecimento,False,True,False,False,False,False,False,False
cteds/programacao_avancada_csharp_primeiro_oferecimento,False,True,False,False,False,False,False,False
ctm-repository/PBE10,False,True,False,False,False,False,False,False
ctyano/athenz-identityprovider-policy,True,False,False,False,False,False,False,False
cugurel/MseBackEnd,False,True,False,False,False,False,False,False
cvat-ai/cvat,True,False,False,False,False,False,False,False
cw-MohitBalani/c-_mvc_api,False,True,False,False,False,False,False,False
cw-rimal/migration-example,False,True,False,False,False,False,False,False
cwmasonRollTide/Dolos,False,True,False,False,False,False,False,False
cyrielle-clastres/My-Project,False,True,False,False,False,False,False,False
czkirilo/FS5_FSAP_BE8_API,False,True,False,False,False,False,False,False
czkirilo/Resolucao_de_Atividades,False,True,False,False,False,False,False,False
d1mak3/DockerInfrastructure,False,True,False,False,False,False,False,False
dEISOT/restaurant-microservices,False,True,False,False,False,False,False,False
dackel96/SoftuniExercise,False,True,False,False,False,False,False,False
dadrus/heimdall,True,False,False,False,False,False,False,False
daeneiljoshue/s,True,False,False,False,False,False,False,False
dahlke/terrasnek-unittest-config,False,True,False,False,False,False,False,False
dallen-28/HololensVideoStreaming,False,True,False,False,False,False,False,False
dalmasiof/microsservice_project,False,True,False,False,False,False,False,False
daltonhahn/anvResearch,True,False,False,False,False,False,False,False
damianamalraj/Minimal-API,False,True,False,False,False,False,False,False
damsaz/ProjectLexicon,False,True,False,False,False,False,False,False
danbev/trygg,True,False,False,False,False,False,False,False
danbur920/ToDoApp,False,True,False,False,False,False,False,False
dang252/myForms,False,True,False,False,False,False,False,False
daniel-kennedy/csharp-minimal-api,False,True,False,False,False,False,False,False
danielamaccali/ITAcademy15Dell,False,True,False,False,False,False,False,False
danieldmonteiro/senai-uc14,False,True,False,False,False,False,False,False
danielpops/travis,True,False,False,False,False,False,False,False
danielvieiralopes/DevFreela,False,True,False,False,False,False,False,False
daniicroom/all-pocs,False,True,False,False,False,False,False,False
danmarz/ASP.NET-Demo,False,True,False,False,False,False,False,False
danmarz/ASP.NET-Swagger-WeatherAPI,False,True,False,False,False,False,False,False
danmarz/ASP.NET-TodoAPI,False,True,False,False,False,False,False,False
dannyjknights/policy-library-paloalto,False,True,False,False,False,False,False,False
dany002/UBB-Computer-Science,False,True,False,False,False,False,False,False
dariusxdragoi/MvcWebApp,False,True,False,False,False,False,False,False
darrin-pelletier/opa,True,False,False,False,False,False,False,False
datarobot-oss/helm-charts,True,False,False,False,False,False,False,False
david-pr0/Exo_api,False,True,False,False,False,False,False,False
davidcravo/FORMATION-CDA-2210,False,True,False,False,False,False,False,False
davide-cas/HoloHelp,False,True,False,False,False,False,False,False
davidlorente78/Route,False,True,False,False,False,False,False,False
davidprice10/CqrsMediatRBookshop,False,True,False,False,False,False,False,False
davifsroberto/moviesAPI,False,True,False,False,False,False,False,False
dawright22/goverance,False,True,False,False,False,False,False,False
dawright22/vault-guides,False,True,False,False,False,False,False,False
dawright22/workshop-google,False,True,False,False,False,False,False,False
dawwidd/dawiwiwidd,False,True,False,False,False,False,False,False
dbdizk/bank-project,False,True,False,False,False,False,False,False
ddang8-jpeg/HL2_Visual_Field,False,True,False,False,False,False,False,False
de-marauder/terraform-gke,False,True,False,False,False,False,False,False
deaaAldeen45112/request-recipes-system,False,True,False,False,False,False,False,False
deanhouaripower/TF-sentinel-lab,False,True,False,False,False,False,False,False
debianmaster/opa-examples,True,False,False,False,False,False,False,False
debugieman/TA_Framework,False,True,False,False,False,False,False,False
decombine/slc,True,False,False,False,False,False,False,False
deepakrajkranti/Inventory-Microservices,False,True,False,False,False,False,False,False
deepin-community/python-redis,False,True,False,False,False,False,False,False
defenseunicorns/lula,True,False,False,False,False,False,False,False
delicmomcilo/YTSummarizer,False,True,False,False,False,False,False,False
deliveryhero/helm-charts,True,False,False,False,False,False,False,False
dell/helm-charts,True,False,False,False,False,False,False,False
dell/karavi-authorization,True,False,False,False,False,False,False,False
delso-ferreira/Bet_API,False,True,False,False,False,False,False,False
demojen/final,False,True,False,False,False,False,False,False
demoland/sentinel-policies,False,True,False,False,False,False,False,False
denisams/MinimalApiAuth,False,True,False,False,False,False,False,False
denizdemirkan/blogden,False,True,False,False,False,False,False,False
dettanym/prose,True,False,False,False,False,False,False,False
dev-forhad/jenkins-git-netcore,False,True,False,False,False,False,False,False
dev25shg/sitioplatzi,False,True,False,False,False,False,False,False
developer-guy/container-image-sign-and-verify-with-cosign-and-opa,True,False,False,False,False,False,False,False
devesh2511/Csharp-Training,False,True,False,False,False,False,False,False
devmustafaulutas/WebApi,False,True,False,False,False,False,False,False
devops-adeel/terraform-cisco-aci-tenant,False,True,False,False,False,False,False,False
devops-adeel/terraform-k8s-namespace,False,True,False,False,False,False,False,False
devops-adeel/terraform-mongodb-cluster,False,True,False,False,False,False,False,False
devops-adeel/terraform-tfc-workspace,False,True,False,False,False,False,False,False
devops-adeel/terraform-vault-auth-github,False,True,False,False,False,False,False,False
devops-adeel/terraform-vault-secrets-transit,False,True,False,False,False,False,False,False
devopsmayur/gcppolicy,False,True,False,False,False,False,False,False
devspace-cloud/devspace-cloud,True,False,False,False,False,False,False,False
dfds/dojo,False,True,False,False,False,False,False,False
dgkirkwood/sentinel-azure-challenge,False,True,False,False,False,False,False,False
dgkirkwood/sentinel-cost-policy,False,True,False,False,False,False,False,False
dgreeninger/terraform-cdk-gke-python,False,True,False,False,False,False,False,False
dhakerbadri/Heroes,False,True,False,False,False,False,False,False
dhaval2208/dhaval2208,False,True,False,False,False,False,False,False
dhiraj-kadam/tf-sentinal,False,True,False,False,False,False,False,False
dhunganabibek/AzureAuthentication,False,True,False,False,False,False,False,False
dhunganabibek/azure-ci-cd,False,True,False,False,False,False,False,False
diazlisbeh/image-uploader,False,True,False,False,False,False,False,False
didito33/SoftUniCourses,False,True,False,False,False,False,False,False
didourebai/HealthcareApp,False,True,False,False,False,False,False,False
diegoalbanovoa/IdentityProvaider.Api,False,True,False,False,False,False,False,False
diegobrl/insomniacrud-api,False,True,False,False,False,False,False,False
diegopacheco/devops-playground,True,False,False,False,False,False,False,False
differenzierbar/flux-github-actions,True,False,False,False,False,False,False,False
diggerhq/mgmt-repo-one,True,False,False,False,False,False,False,False
diggerhq/policy-examples,True,False,False,False,False,False,False,False
dikshasunbird/sunbird-devops,True,False,False,False,False,False,False,False
dilmerv/MRTKFundamentals,False,True,False,False,False,False,False,False
dilmerv/MRTKOculusQuest2VoiceTranslator,False,True,False,False,False,False,False,False
dilmerv/UnityMRTKMagicLeap,False,True,False,False,False,False,False,False
dinhanhhuy/tfc-general-sentinel-policies,False,True,False,False,False,False,False,False
dinhtnguyenn/Send-Mail-With-Template-Or-File-Attachment-ASPNetCore,False,True,False,False,False,False,False,False
dio/envoy-lua-opa,True,False,False,False,False,False,False,False
dippynark/gatekeeper-constraints,True,False,False,False,False,False,False,False
dirien/terraform-sentinel-openstack,False,True,False,False,False,False,False,False
djaneorr/CSE325,False,True,False,False,False,False,False,False
djesusnet/OnionArchitectureMinimalAPI,False,True,False,False,False,False,False,False
djibox/dotnetconf21,False,True,False,False,False,False,False,False
dkorolev/opa_in_docker_compose,True,False,False,False,False,False,False,False
dkorolev/opa_playground,True,False,False,False,False,False,False,False
dlavric/test-sentinel-libraries,False,True,False,False,False,False,False,False
dlisiewicz/technologie-dla-aplikacji-klasy-enterprise,False,True,False,False,False,False,False,False
dlminvestments/vm1-terrascan,True,False,False,False,False,False,False,False
dmytroKobylinskyi/exam,False,True,False,False,False,False,False,False
dnlwbr/Human-Robot-AR-Interface,False,True,False,False,False,False,False,False
dnsimple/dnsimple-api-examples,False,True,False,False,False,False,False,False
dnsimple/policy-library-dnsimple-terraform,False,True,False,False,False,False,False,False
docentt/keycloak-demos,True,False,False,False,False,False,False,False
doganaliyeniacun/patika_dotnet,False,True,False,False,False,False,False,False
doivjpxx/ShopperCleanArchitect,False,True,False,False,False,False,False,False
dominik-stec/.NET,False,True,False,False,False,False,False,False
dossancto/the-batman-website,False,True,False,False,False,False,False,False
doughtmw/hmd-ego-pose,False,True,False,False,False,False,False,False
doughtmw/surgeon-assist-net,False,True,False,False,False,False,False,False
douglasnaphas/play-rego,True,False,False,False,False,False,False,False
dpankov91/Polly_Retries,False,True,False,False,False,False,False,False
drikacoel/senai_mvc,False,True,False,False,False,False,False,False
drudgesentinel/example-sentinel-policies,False,True,False,False,False,False,False,False
drudgesentinel/repro-sentinel-policies,False,True,False,False,False,False,False,False
dsa0x/policy-example-library,False,True,False,False,False,False,False,False
dstarner/spacelift-tutorial,True,False,False,False,False,False,False,False
dstewart-harness/cie-lab-2,True,False,False,False,False,False,False,False
dthayyil/finance,False,True,False,False,False,False,False,False
dubbs1515/CityInfoAPI,False,True,False,False,False,False,False,False
dung30082001/VPS,False,True,False,False,False,False,False,False
dungmdung/ASM-NashTech,False,True,False,False,False,False,False,False
dungnthe150915FPT/SuppliesManagement,False,True,False,False,False,False,False,False
duradenzel/VisitorPlacementNew,False,True,False,False,False,False,False,False
duycs/ecommerce,False,True,False,False,False,False,False,False
duynd243/asp.net-api-cloudinary,False,True,False,False,False,False,False,False
dvillanueva2/DinoGroceryPractice,False,True,False,False,False,False,False,False
dward330/minimalAPI,False,True,False,False,False,False,False,False
dylanwin123/sidework,False,True,False,False,False,False,False,False
dynamicweb/Summit2022_APILandscape,False,True,False,False,False,False,False,False
e-manfrin/CadastroAluno,False,True,False,False,False,False,False,False
ebomart/opa-kubernetes,True,False,False,False,False,False,False,False
ecbenezra/kubecon-eu-2023-conftest,True,False,False,False,False,False,False,False
echaritonidis/MediatorApiExample,False,True,False,False,False,False,False,False
ecollazosbravo/TesisMotricidadFina,False,True,False,False,False,False,False,False
eda-dev-test/policy-testing-library,False,True,False,False,False,False,False,False
edgelesssys/contrast,True,False,False,False,False,False,False,False
edgelesssys/uplosi,True,False,False,False,False,False,False,False
edsoncanganjo/CQRSMediatR,False,True,False,False,False,False,False,False
edsudev/SMS,False,True,False,False,False,False,False,False
eduar2/PruebaMicroServicio,False,True,False,False,False,False,False,False
eduardocc997/Portafolio_NET6,False,True,False,False,False,False,False,False
eduardohg/APIDotNet6,False,True,False,False,False,False,False,False
eduardopiaui/04d---Atividade-4---Criar-o-restante-do-CRUD-de-projetos-testando-o-no-Insomnia,False,True,False,False,False,False,False,False
eduardoworrel/NDD-DEVinHouse,False,True,False,False,False,False,False,False
edunad/alyxStory,False,True,False,False,False,False,False,False
eefh/dotnet-work,False,True,False,False,False,False,False,False
eemr3/aceleracao-csharp,False,True,False,False,False,False,False,False
eemrebasdag/ecommerce-app_ASP.NET_Core,False,True,False,False,False,False,False,False
eermagic/aspnet-core-mvc-dynamic-grid-edit,False,True,False,False,False,False,False,False
efio-dk/tfcloud-demo-sentinel,False,True,False,False,False,False,False,False
eh-sa/dashboard,False,True,False,False,False,False,False,False
eideard-hm/asp.net-angular-sql_server-app,False,True,False,False,False,False,False,False
ekhubbell/PetSupplyPlus,False,True,False,False,False,False,False,False
ekremdermanel/Mvc-Dersleri,False,True,False,False,False,False,False,False
el-tegy/asp_dotnet_core_api_project_s8_bdtn,False,True,False,False,False,False,False,False
elahehab/TaaghcheBook,False,True,False,False,False,False,False,False
elastic/cloudbeat,True,False,False,False,False,False,False,False
elastic/csp-security-policies,True,False,False,False,False,False,False,False
elastic/harp,True,False,False,False,False,False,False,False
element-hq/matrix-authentication-service,True,False,False,False,False,False,False,False
elevran/opa-example,True,False,False,False,False,False,False,False
elf-is/DotLiquidTest,False,True,False,False,False,False,False,False
eliudsaj/apps,False,True,False,False,False,False,False,False
elle-Bee/terraform-practice,False,True,False,False,False,False,False,False
elmin387/Restaurants-Food-project,False,True,False,False,False,False,False,False
elvertoni/API,False,True,False,False,False,False,False,False
emanuel810/AplicacionWeb3Capas,False,True,False,False,False,False,False,False
embesozzi/opa-demoapi-spring,True,False,False,False,False,False,False,False
emersonamorim-dev/CadastroDespesas,False,True,False,False,False,False,False,False
emersonamorim-dev/UsuarioFullStack,False,True,False,False,False,False,False,False
emilgelman/ig,True,False,False,False,False,False,False,False
emilio-fv/ConcertGrail,False,True,False,False,False,False,False,False
emiliobresolin/GeekShooping-Microservices-dotnet6,False,True,False,False,False,False,False,False
emilyschwartau/seeSharp,False,True,False,False,False,False,False,False
emmygozi/shortletapp,True,False,False,False,False,False,False,False
emonsalves/NetCore6-Yutube,False,True,False,False,False,False,False,False
emorilebo/addMore,False,True,False,False,False,False,False,False
emreeayhaan/E-commerce,False,True,False,False,False,False,False,False
emtec-damodhar-jadhao/Visual_Studio_Practice,False,True,False,False,False,False,False,False
emtec-suraj-katare/aadeelh_latif,False,True,False,False,False,False,False,False
enesozmus/-.NetCore_patika_Task_6,False,True,False,False,False,False,False,False
engineerbishnu/WebApplication1,False,True,False,False,False,False,False,False
engrmazharjan/Employee-Management-System,False,True,False,False,False,False,False,False
enricosarneri/Advanced-User-Interfaces,False,True,False,False,False,False,False,False
enterprise-contract/ec-cli,True,False,False,False,False,False,False,False
enterprise-contract/ec-policies,True,False,False,False,False,False,False,False
env0/acme-demo,True,False,False,False,False,False,False,False
env0/acme-fitness,True,False,False,False,False,False,False,False
env0/approval-policies,True,False,False,False,False,False,False,False
env0/templates,True,False,False,False,False,False,False,False
ep-infosec/11_SAP_InfraBox,True,False,False,False,False,False,False,False
ep-infosec/12_snyk_kubernetes-monitor,True,False,False,False,False,False,False,False
ep-infosec/22_teslamotors_coreboot,False,True,False,False,False,False,False,False
ep-infosec/34_sap_InfraBox,True,False,False,False,False,False,False,False
episub/spawn,True,False,False,False,False,False,False,False
equilobe/containerization-workshop,False,True,False,False,False,False,False,False
ercumentlacin/dotnet-learn,False,True,False,False,False,False,False,False
erdemdoganayy/CSharp,False,True,False,False,False,False,False,False
erdogankb57/AspNetCoreRepository,False,True,False,False,False,False,False,False
erdokrmn/ASP.NET,False,True,False,False,False,False,False,False
erikamaylim/tech-test-payment-api-main,False,True,False,False,False,False,False,False
esdc-devx/OpenPolicyAgentTerraformChecks,True,False,False,False,False,False,False,False
esti8947/Neve_Pettycash,False,True,False,False,False,False,False,False
ethol/ITPE3200-Workshop,False,True,False,False,False,False,False,False
evan-boissonnot/formation-react-webapi-dotnet,False,True,False,False,False,False,False,False
evchin/hololens-demo,False,True,False,False,False,False,False,False
f1es/lab,False,True,False,False,False,False,False,False
fabielone/ToDoCore,False,True,False,False,False,False,False,False
fabiopdidio/DesenvolvimentoDeAPISenaiATV5,False,True,False,False,False,False,False,False
fabiopdidio/DesenvolvimentoDeAPISenaiATV6,False,True,False,False,False,False,False,False
fabishodev/AppMauiBlazorLoginJwt,False,True,False,False,False,False,False,False
fabsy77/Desafio_Sistema-de-Agendamento-de-Tarefas-com-Entity-Framework,False,True,False,False,False,False,False,False
facundomarcos/e-commerce,False,True,False,False,False,False,False,False
fad16papa/telegrambot-,False,True,False,False,False,False,False,False
fagnerrs/easy-payment-backend,False,True,False,False,False,False,False,False
fahim-swe/Assignment.-For--MVC-.NET-Programmers,False,True,False,False,False,False,False,False
farhan1386/GenerateQRCodeMVCCore6,False,True,False,False,False,False,False,False
farmanp/data-platform-opa-poc,True,False,False,False,False,False,False,False
farnejb/sentinel-azure,False,True,False,False,False,False,False,False
farnejb/sentinel-pt-demo,False,True,False,False,False,False,False,False
farruxaliyev299/RTChat,False,True,False,False,False,False,False,False
