full_name
cedar-policy/cedar
web3infra-foundation/mega
permitio/opal-example-policy-repo
awslabs/avp-local-agent
cedar-policy/cedar-examples
common-fate/cedar-training
hakanson/that2024
Bus-com/nginx-buildpack
aws-solutions-library-samples/guidance-for-automated-geospatial-insights-engine-on-aws
zraffo/poker_learn
andrewdnolan/thermal-structure
Pigius/avp-cli
wesleybynder/wesleychristelis-authz-cedar
Gazanffffar/DlyaZadaniya
strongdm/policy-of-the-week
aws-samples/amazon-verified-permissions-asp-dotnet-core-custom-auth-policy-provider
guillempuche/authorization-react-opal-cedar
k-ibaraki/sample-verified-permissions
rbevan-png/randallProject
sws-lab/softsec25
nickthiru/super-deals
ratt-ru/makems
common-fate/cedar-validate-action
chrnorm/tree-sitter-cedar
permitio/tinytodo
oxidrive/oxidrive
MadsRC/sophrosyne
celest-dev/cedar-dart
kmsmith137/rf_pipelines
kdhttps/rust_wasm_cedar
tomkaith13/mongo-cedar
kdhttps/cedar-policies
kmsmith137/rf_kernels
CosimoMatassini/university-cedar-experience
ReubenKabiti/tinytodo
prakol16/cedar-examples
build-on-aws/bookstore-demo-app-with-authz
cedar-policy/cedar-local-agent
kevinmichaelchen/cedar-learning
SalishSeaCast/SS-run-sets
Pigius/awesome-amazon-verified-permissions-and-cedar
jseech/rego-policies
msharran/labs
bluprince13/notesapp
teemuniiranen/hero-api
aws-samples/generative-ai-newsletter-app
yutaro-sakamoto/learn-cedar
permitio/opal-cedar
jlcanela/project_management_app
sshelll/raac-demo
common-fate/cedar-github-actions-testing-example
mongodb/terraform-provider-mongodbatlas
hone/docker-heroku-jruby-builder
hone/docker-heroku-libyaml-builder
kmsmith137/pyclops
junlarsen/jun.codes
aws-samples/saas-authnz-demo-with-amazon-cognito
anakrish/cedar
jlcanela/Permission
kmsmith137/simpulse
olehbozhok/cedar_demo
celest-dev/celest
staaldraad/envoy-pgrst-authz
permguard/playground-cedar
neuro-synapse/opal-policy-repo
ioprea/opal
aws-samples/cedar-policy-validation-pipeline
kernsuite-debian/makems
ChiragAgg5k/sahyog-opal-cedar
andrea-spoldi/cedar-tests
baptistelabat/frydom
cedar-policy/rfcs
jcdalton2201/cedar-policy-test
common-fate/byoc-aws-starter-config
jinghuazhao/pQTLtools
cdklabs/cdk-verified-permissions
k9securityio/cedar-py
hashintel/hash
cedar-policy/cedar-java
cedar-policy/cedar-integration-tests
cedar-policy/highlightjs-cedar
awslabs/cedar-access-control-for-k8s
cedar-policy/vscode-cedar
srmainwaring/frydom
koblas/cedar-go
cedar-policy/prism-cedar
Themis-Team/ThemisCore
common-fate/byovpc-aws-starter-config
jayshildave4096/AWS-CDK-amazon-verified-permisions
staaldraad/envoy-ratelimit-cedar
094459/cedar-flask-demo
